people	korean	original
2069	말콤 맥도웰	Malcolm McDowell
2070	엘리자베스 퍼킨스	Elizabeth Perkins
2075	마이클 키튼	Michael Keaton
2080	빌 팩스톤	Bill Paxton
2081	도날드 서덜랜드	Donald Sutherland
2082	조지 던자	George Dzundza
2083	샘 닐	Sam Neill
2085	랜스 헨릭슨	Lance Henriksen
2088	모건 프리먼	Morgan Freeman
2089	에단 호크	Ethan Hawke
2092	안톤 디프링	Anton Diffring
2093	보 스벤슨	Bo Svenson
2096	캐롤라인 먼로	Caroline Munro
2099	크리스토퍼 밋첨	Christopher Mitchum
2101	도널드 플레젠스	Donald Pleasence
2102	에디 이건	Eddie Egan
2105	헬무트 베르거	Helmut Berger
2107	하워드 버넌	Howard Vernon
2114	리처드 브라이트	Richard Bright
2117	토미 베그렌	Thommy Berggren
2119	김영옥	
2122	최은희	
2139	제임스 가너	James Garner
2140	그레이엄 그린	Graham Greene
2146	척 러셀	Chuck Russell
2149	케빈 폴락	Kevin Pollak
2151	멜라니 그리피스	Melanie Griffith
2152	마이클 매드슨	Michael Madsen
2153	크리스 펜	Chris Penn
2155	밥 호스킨스	Bob Hoskins
2166	조셉 마젤로	Joseph Mazzello
2168	존 길러민	John Guillermin
2174	숀 영	Sean Young
2175	매리 맥도넬	Mary McDonnell
2176	캐시 베이츠	Kathy Bates
2181	유조명	
2185	고영남	
2201	줄리 델피	Julie Delpy
2204	보니 베델리아	Bonnie Bedelia
2208	로버트 패트릭	Robert Patrick
2210	조지 스티븐스	George Stevens
2211	엘리자베스 테일러	Elizabeth Taylor
2212	머빈 르로이	Mervyn LeRoy
2213	알버트 피니	Albert Finney
2225	마리아 드 메데이로스	Maria de Medeiros
2228	폴커 슐렌도르프	Volker Schlondorff
2244	피에르 리샤르	Pierre Richard
2246	크리스찬 베일	Christian Bale
2247	알란 탐	Alan Tam
2248	우마	Wu Ma
2250	이장호	
2252	잭 팰런스	Jack Palance
2254	크리스틴 바란스키	Christine Baranski
2256	제리 오바치	Jerry Orbach
2272	블라디미르 멘쇼프	Vladimir Menshov
2275	치바 신이치	Sonny Chiba
2276	J.T. 월쉬	J.T. Walsh
2291	안제이 바이다	Andrzej Wajda
2315	제임스 리드	James Read
2318	키 호이 콴	Jonathan Ke Quan
2319	숀 애스틴	Sean Astin
2320	로버트 다비	Robert Davi
2321	코리 펠드만	Corey Feldman
2324	대니 에일로	Danny Aiello
2326	마사 메이슨	Marsha Mason
2330	제임스 벨루시	James Belushi
2331	로버트 로지아	Robert Loggia
2332	벤 킹슬리	Ben Kingsley
2354	앨런 래드	Alan Ladd
2365	이미숙	
2380	프레드 그윈	Fred Gwynne
2381	브루스 맥길	Bruce McGill
2384	지미 스미츠	Jimmy Smits
2388	하워드 도이치	Howard Deutch
2390	프레드 워드	Fred Ward
2392	아이스-티	Ice-T
2393	쥬드 넬슨	Judd Nelson
2397	린다 코즐로스키	Linda Kozlowski
2399	금연령	Elaine Jin
2403	캐서린 로스	Katharine Ross
2406	제리 오코넬	Jerry O'Connell
2408	월터 매튜	Walter Matthau
2409	예로엔 크라베	Jeroen Krabbe
2418	스텔란 스카스가드	Stellan Skarsgard
2428	매트 맥코이	Matt McCoy
2442	줄리안 샌즈	Julian Sands
2451	최윤석	
2462	쥬세페 토르나토레	Giuseppe Tornatore
2463	야펫 코토	Yaphet Kotto
2464	샘 워터스톤	Sam Waterston
2465	이자벨 위페르	Isabelle Huppert
2466	스티브 구텐버그	Steve Guttenberg
2467	엘리자베스 맥거번	Elizabeth McGovern
2468	사라 제시카 파커	Sarah Jessica Parker
2469	윌리엄 와일러	William Wyler
2470	오군여	
2491	존 크롬웰	John Cromwell
2492	엘비스 프레슬리	Elvis Presley
2496	크리스토퍼 맥도날드	Christopher McDonald
2499	모리 체이킨	Maury Chaykin
2513	양택조	
2518	이경영	
2529	존 슐레진저	John Schlesinger
2530	로버트 벤튼	Robert Benton
2531	존 로비츠	Jon Lovitz
2532	크레이그 T. 넬슨	Craig T. Nelson
2535	제이슨 로바즈	Jason Robards
2537	시빌 셰퍼드	Cybill Shepherd
2551	아서 펜	Arthur Penn
2552	앤 밴크로프트	Anne Bancroft
2553	브루스 스펜스	Bruce Spence
2554	제임스 브롤린	James Brolin
2556	탐린 토미타	Tamlyn Tomita
2564	유덕화	Andy Lau
2566	서풍	Feng Hsu
2567	호금전	
2580	박영선	
2581	장철	
2596	톰 시즈모어	Tom Sizemore
2602	루이즈 플레쳐	Louise Fletcher
2607	구정평	
2608	양가휘	
2609	장학우	
2610	라세 할스트롬	Lasse Hallstrom
2611	티아 카레레	Tia Carrere
2612	클리프 드 영	Cliff De Young
2613	후카사쿠 킨지	Kinji Fukasaku
2617	토니 골드윈	Tony Goldwyn
2621	데이빗 스페이드	David Spade
2622	어사 키트	Eartha Kitt
2626	셜리 듀발	Shelley Duvall
2631	수잔나 요크	Susannah York
2635	조선묵	
2639	존 포드	John Ford
2646	매기 스미스	Maggie Smith
2647	몰리 링월드	Molly Ringwald
2651	샐리 커클랜드	Sally Kirkland
2655	제리 리드	Jerry Reed
2661	벤 크로스	Ben Cross
2663	마이크 노리스	Mike Norris
2678	여소전	
2688	나유	Wei Lo
2698	엘리자베스 페나	Elizabeth Pena
2700	존 윌리엄스	John Williams
2701	류이치 사카모토	Ryuichi Sakamoto
2705	로버트 클루즈	Robert Clouse
2707	파라 포셋	Farrah Fawcett
2708	체비 체이스	Chevy Chase
2710	메리 엘리자베스 매스트란토니오	Mary Elizabeth Mastrantonio
2711	존 허드	John Heard
2712	자레드 러쉬톤	Jared Rushton
2716	로버트 포스터	Robert Forster
2717	마이클 누리	Michael Nouri
2718	벨린다 바우어	Belinda Bauer
2719	나탈리 베이	Nathalie Baye
2720	토니 마샬	Tonie Marshall
2721	타냐 로버츠	Tanya Roberts
2724	까뜨린느 드뇌브	Catherine Deneuve
2725	리 레믹	Lee Remick
2728	테렌스 영	Terence Young
2729	찰스 크릭톤	Charles Crichton
2731	샤론 테이트	Sharon Tate
2732	피터 헌트	Peter R. Hunt
2737	한형모	HAN Hyeongmo
2742	천은경	
2750	체키 카료	Tcheky Karyo
2757	나카다이 타츠야	Tatsuya Nakadai
2764	나영희	
2768	장철	
2770	마크 로브슨	Mark Robson
2771	조앤 웨일리	Joanne Whalley
2787	존 스펜서	John Spencer
2788	존 C. 맥긴리	John C. McGinley
2789	토니 토드	Tony Todd
2792	스튜어트 래필	Stewart Raffill
2794	브라이언 브라운	Bryan Brown
2805	백일섭	
2807	김희라	
2808	허장강	
2825	스티브 마이너	Steve Miner
2834	아와지 케이코	Keiko Awaji
2839	앤 아처	Anne Archer
2856	아민 뮬러 스탈	Armin Mueller-Stahl
2857	마이클 고틀립	Michael Gottlieb
2859	폴 마이클 글레이저	Paul Michael Glaser
2863	헤더 랜겐캠프	Heather Langenkamp
2887	진유영	
2888	키티 윈	Kitty Winn
2890	어윈 알렌	Irwin Allen
2895	브래드 듀리프	Brad Dourif
2896	존 리스고	John Lithgow
2903	마이클 앱티드	Michael Apted
2907	벤 존슨	Ben Johnson
2908	김기덕	Kee-Duk Kim
2909	최야성	
2911	피터 포크	Peter Falk
2912	알란 파큘라	Alan J. Pakula
2914	빈센트 가데니아	Vincent Gardenia
2915	줄리 보바소	Julie Bovasso
2916	존 마호니	John Mahoney
2918	진 시몬즈	Jean Simmons
2919	피터 유스티노프	Peter Ustinov
2940	제임스 도날드	James Donald
2941	찰스 브론슨	Charles Bronson
2942	제임스 코번	James Coburn
2945	고든 잭슨	Gordon Jackson
2950	첼시 필드	Chelsea Field
2952	케빈 맥카시	Kevin McCarthy
2953	릭 로소비치	Rick Rossovich
2960	데릭 오코너	Derrick O'Connor
2962	카일 맥라클란	Kyle MacLachlan
2966	장인한	
2969	유인촌	
2983	서갑숙	
2986	김일우	
2987	최주봉	
2994	오맹달	
3036	진지화	
3041	이은주	
3044	잉그마르 베르히만	Ingmar Bergman
3045	존 벨루시	John Belushi
3047	루퍼트 에버릿	Rupert Everett
3049	이수현	Lee Sau Yin
3054	멜 브룩스	Mel Brooks
3055	에밀 노팔	Emil Nofal
3068	윌리엄 캇	William Katt
3069	낸시 알렌	Nancy Allen
3070	파이퍼 로리	Piper Laurie
3072	크리스토퍼 플러머	Christopher Plummer
3074	우도 키에르	Udo Kier
3075	콜린 클레이	Corinne Clery
3085	딕 워락	Dick Warlock
3086	미라 네어	Mira Nair
3091	에릭 아이들	Eric Idle
3103	정인엽	
3105	줄리아 캠벨	Julia Campbell
3107	캐시 모리어티	Cathy Moriarty
3111	트위스트 김	
3113	맥스웰 코필드	Maxwell Caulfield
3114	데비 마자르	Debi Mazar
3126	존 게츠	John Getz
3127	댄 헤다야	Dan Hedaya
3128	샘-아트 윌리엄스	Samm-Art Williams
3129	M. 에멧 월쉬	M. Emmet Walsh
3139	스튜어트 고든	Stuart Gordon
3142	주디 데이비스	Judy Davis
3143	마이클 러너	Michael Lerner
3148	피터 보일	Peter Boyle
3149	프란시스 스턴하겐	Frances Sternhagen
3152	스티븐 버코프	Steven Berkoff
3153	마이클 리치	Michael Ritchie
3154	앨버트 브룩스	Albert Brooks
3159	김영철	
3168	빌 듀크	Bill Duke
3187	최재성	
3191	남궁원	
3192	로드 테일러	Rod Taylor
3193	제시카 탠디	Jessica Tandy
3194	티피 헤드런	Tippi Hedren
3195	수잔 프레셔티	Suzanne Pleshette
3211	진영미	
3217	프랭크 피어슨	Frank Pierson
3218	진혜민	
3235	제니퍼 루빈	Jennifer Rubin
3236	커트우드 스미스	Kurtwood Smith
3241	필립 느와레	Philippe Noiret
3272	다니엘 볼드윈	Daniel Baldwin
3278	제이슨 밀러	Jason Miller
3283	린다 블레어	Linda Blair
3285	브룩 아담스	Brooke Adams
3286	잭 웨스톤	Jack Weston
3292	정소영	Jeong So young
3322	미카미 히로시	Hiroshi Mikami
3343	다니엘 오떼유	Daniel Auteuil
3368	카렌 알렌	Karen Allen
3369	크리스 멀키	Chris Mulkey
3370	레이첼 티코틴	Rachel Ticotin
3372	패티 다밴빌	Patti D'Arbanville
3375	존 휴스턴	John Huston
3380	데이빗 허들레스톤	David Huddleston
3381	벤 가자라	Ben Gazzara
3382	샘 엘리어트	Sam Elliott
3388	릭 모라니스	Rick Moranis
3389	메리 엘렌 트레이너	Mary Ellen Trainor
3409	여량위	Lui Leung Wai
3412	레슬리 필립스	Leslie Phillips
3419	프랑시스 베베르	Francis Veber
3428	제라르 코르비오	Gerard Corbiau
3436	캐럴 오코너	Carroll O'Connor
3442	제이크 캐스단	Jake Kasdan
3448	앤 레인킹	Ann Reinking
3449	밥 포시	Bob Fosse
3451	화산	
3455	최종원	
3458	올란도 존스	Orlando Jones
3464	로버트 테일러	Robert Taylor
3465	성규안	
3467	원경단	Kingdom Yuen King Tan
3472	스티븐 콜린스	Stephen Collins
3484	래리 밀러	Larry Miller
3489	데이빗 레이슈어	David Leisure
3516	울리 에델	Uli Edel
3521	줄리 브라운	Julie Brown
3523	론 파버	Ron Faber
3541	토머스 윌슨 브라운	Thomas Wilson Brown
3543	버트 레이놀즈	Burt Reynolds
3552	장첸	Chang Chen
3562	조 존스톤	Joe Johnston
3576	유가령	Ka Ling Lau
3577	전가락	
3579	강대위	John Chiang
3601	조 판토리아노	Joe Pantoliano
3603	스티븐 토보로스키	Stephen Tobolowsky
3608	유순	
3609	곽재용	KWAK Jae-yong
3612	랜디 퀘이드	Randy Quaid
3617	강화	
3619	엽동	
3626	정소추	
3638	김인문	
3639	루이스 구즈만	Luis Guzman
3640	스티븐 바우어	Steven Bauer
3642	아만다 플러머	Amanda Plummer
3660	허관걸	
3663	임정영	
3667	안소니 다니엘스	Anthony Daniels
3668	조지 해밀턴	George Hamilton
3671	알프레드 루터 3세	Alfred Lutter III
3679	원비샤	
3686	조나단 프라이스	Jonathan Pryce
3687	크리스틴 라티	Christine Lahti
3696	리차드 라운트리	Richard Roundtree
3700	다니엘 자카파	Daniel Zacapa
3703	밥 콜린스	Bob Collins
3714	이기열	
3757	피터 마클	Peter Markle
3766	미후네 도시로	Mifune Toshiro
3767	시무라 타카시	Takashi Shimura
3768	이나바 요시오	Yoshio Inaba
3769	미야구치 세이지	Seiji Miyaguchi
3770	치아키 미노루	Minoru Chiaki
3773	조 터켈	Joe Turkel
3780	피터 핀치	Peter Finch
3781	민복기	
3791	안소니 퀸	Anthony Quinn
3806	정단서	Lawrence Cheng
3811	정호남	
3816	유가량	
3819	나미미	
3821	유가휘	Gordon Liu Chia-Hui
3824	후펑	Fung Woo
3828	곡봉	
3829	나란	Lan Law
3841	임보이	
3846	향화강	
3847	황태래	
3850	관해산	
3854	진우	Anthony Chan
3855	진흔건	
3870	존 론	John Lone
3871	노혜광	Ken Lo Wai-Kwong
3872	제임스 레마	James Remar
3874	적위	
3878	석견	
3885	비비카 A. 폭스	Vivica A. Fox
3887	존 길구드	John Gielgud
3896	양반반	
3941	진훈기	
3952	안젤라 랜즈베리	Angela Lansbury
3953	가이 해밀턴	Guy Hamilton
3954	에드워드 드미트릭	Edward Dmytryk
3957	전소호	Chin Siu Ho
3958	황진선	Melvin Wong
3961	전승위	
3964	누남광	Billy Lau
3966	동표	
3970	예룽쭈	Wing-Cho Yip
3973	오요한	
3974	왕룡위	
3975	용방	
3976	원상인	
3977	원소전	
3979	원화	
3980	김양화	
3982	임위	
3984	진백상	
3985	진백강	
3988	풍극안	Fung Hak-On
3989	하가경	Kenny Ho
3991	화성	
3992	황광량	
3995	황정리	
3996	김해곤	
3998	조준형	
4001	맹해	
4002	잠건훈	John Sham
4005	테드 댄슨	Ted Danson
4009	이동준	
4020	메이블 청	Mabel Cheung
4102	두샨 마카베예프	Dusan Makavejev
4142	파트리스 쉐로	Patrice Chereau
4147	도로시 맥과이어	Dorothy McGuire
4152	제임스 L. 브룩스	James L. Brooks
4155	오토 프레밍거	Otto Preminger
4163	오쿠다 에이지	Eiji Okuda
4171	김혜정	
4172	리차드 안코니나	Richard Anconina
4181	제임스 브로데릭	James Broderick
4182	찰스 더닝	Charles Durning
4183	크리스 서랜던	Chris Sarandon
4184	존 카제일	John Cazale
4185	주디스 말리나	Judith Malina
4196	커티스 암스트롱	Curtis Armstrong
4197	리차드 판스워스	Richard Farnsworth
4204	진송용	
4205	증지위	
4208	폴 토머스	Paul Thomas
4220	데이빗 마샬 그랜트	David Marshall Grant
4226	래프 틸댄	Leif Tilden
4240	찰스 재롯	Charles Jarrott
4242	데보라 래핀	Deborah Raffin
4244	장 들라누아	Jean Delannoy
4245	호세 지오바니	Jose Giovanni
4246	베르나데트 라퐁	Bernadette Lafont
4256	제이슨 알렉산더	Jason Alexander
4264	윤정희	
4267	장혁	
4284	래리 피어스	Larry Peerce
4290	로미 슈나이더	Romy Schneider
4318	크리스토퍼 리	Christopher Lee
4320	존 라이스 데이비스	John Rhys-Davies
4321	주연평	
4326	리처드 해리스	Richard Harris
4327	존 허트	John Hurt
4329	리차드 그리피스	Richard Griffiths
4336	독고영재	전영재
4337	돈 존슨	Don Johnson
4351	크리스토퍼 윌킨슨	Christopher Wilkinson
4355	김현수	
4356	조지 케네디	George Kennedy
4357	잭 스마이트	Jack Smight
4374	자끄 페렝	Jacques Perrin
4375	쉘던 레티치	Sheldon Lettich
4382	고첩	Jack Kao
4391	엽신	
4393	이가흔	
4394	임국빈	
4402	헨리 킹	Henry King
4422	장 피에르 멜빌	Jean-Pierre Melville
4423	에바 마리 세인트	Eva Marie Saint
4427	하길종	
4444	주비리	
4446	진국신	
4450	황지강	
4452	제임스 르그로스	James LeGros
4453	로비 콜트레인	Robbie Coltrane
4454	워윅 데이비스	Warwick Davis
4455	오스틴 펜들튼	Austin Pendleton
4456	필 하트만	Phil Hartman
4462	진패	Paul Chun
4469	리 마빈	Lee Marvin
4475	앨런 빈트	Alan Vint
4498	앤지 디킨슨	Angie Dickinson
4499	마르첼로 마스트로야니	Marcello Mastroianni
4500	리온	Leon
4502	지나 롤로브리지다	Gina Lollobrigida
4503	앤 박스터	Anne Baxter
4505	로디 맥도웰	Roddy McDowall
4507	울프강 라이트만	Wolfgang Reitherman
4510	데이먼 웨이언스	Damon Wayans
4519	자크 드레이	Jacques Deray
4524	마이클 윈콧	Michael Wincott
4528	토브 후퍼	Tobe Hooper
4549	로레인 브라코	Lorraine Bracco
4578	린 샤예	Lin Shaye
4579	제프리 탬버	Jeffrey Tambor
4585	리사 하트 캐럴	Lisa Hart Carroll
4586	베티 킹	Betty King
4587	로버트 프로스키	Robert Prosky
4588	로이스 차일스	Lois Chiles
4589	크리스찬 클레멘슨	Christian Clemenson
4590	로버트 카팀스	Robert Katims
4592	조 맨테그나	Joe Mantegna
4593	빈센트 구아스타페로	Vincent Guastaferro
4594	잭 월래스	Jack Wallace
4597	데니스 파리나	Dennis Farina
4598	조슈 브롤린	Josh Brolin
4603	크리스토퍼 로이드	Christopher Lloyd
4604	빌 넌	Bill Nunn
4606	어니 허드슨	Ernie Hudson
4612	수잔 앤스패치	Susan Anspach
4613	토니 로버츠	Tony Roberts
4616	캔디 클락	Candy Clark
4617	워렌 오티스	Warren Oates
4626	앨리슨 해니건	Alyson Hannigan
4629	유진 레비	Eugene Levy
4650	밥 발라반	Bob Balaban
4655	피터 코요테	Peter Coyote
4657	폴 글리슨	Paul Gleason
4666	패트리시아 클락슨	Patricia Clarkson
4667	저지 레인홀드	Judge Reinhold
4670	오시 데이비스	Ossie Davis
4671	코트니 B. 반스	Courtney B. Vance
4683	콜린 프릴스	Colin Friels
4689	세이무어 카셀	Seymour Cassel
4700	엘리어트 굴드	Elliott Gould
4701	마가렛 휘튼	Margaret Whitton
4704	제프리 루이스	Geoffrey Lewis
4705	리처드 마저	Richard Masur
4709	진 드 베어	Jean De Baer
4711	스티븐 랭	Stephen Lang
4713	캐서린 오하라	Catherine O'Hara
4715	스팰딩 그레이	Spalding Gray
4716	앨런 가필드	Allen Garfield
4723	짐 헤이니	Jim Haynie
4728	니콜라스 로우	Nicholas Rowe
4739	톰 스커릿	Tom Skerritt
4743	줄리엣 밀스	Juliet Mills
4747	앤디 딕	Andy Dick
4748	밋첼 휘트필드	Mitchell Whitfield
4749	레이몬드 J. 배리	Raymond J. Barry
4755	알프리드 몰리나	Alfred Molina
4757	브랜트 본 호프만	Brant Von Hoffman
4758	킴 캐트럴	Kim Cattrall
4759	G.W. 베일리	G.W. Bailey
4760	부바 스미스	Bubba Smith
4761	조지 게인스	George Gaynes
4762	도노반 스콧	Donovan Scott
4763	마크 밀러	Mark Miller
4779	대니 글로버	Danny Glover
4786	폴 웬드코스	Paul Wendkos
4794	주 가르시아	Jsu Garcia
4795	에디 그리핀	Eddie Griffin
4805	패트릭 맥구한	Patrick McGoohan
4810	델로이 린도	Delroy Lindo
4817	해리스 유린	Harris Yulin
4826	마릴루 헨너	Marilu Henner
4830	필립 보스코	Philip Bosco
4847	클로리스 리치먼	Cloris Leachman
4848	에디 맥크러그	Edie McClurg
4849	존 크라이어	Jon Cryer
4853	미아 사라	Mia Sara
4854	제프리 존스	Jeffrey Jones
4859	튜즈데이 웰드	Tuesday Weld
4861	톰 시그노렐리	Tom Signorelli
4868	데이빗 주커	David Zucker
4874	천후이이	Billy Chan
4876	선웨이	Wai Shum
4879	마이클 키첸	Michael Kitchen
4881	데이빗 키스	David Keith
4882	리사 에일바처	Lisa Eilbacher
4892	조지 로이 힐	George Roy Hill
4893	레이 월스톤	Ray Walston
4894	에일린 브레넌	Eileen Brennan
4895	해롤드 굴드	Harold Gould
4896	존 헤퍼난	John Heffernan
4897	다나 엘카	Dana Elcar
4898	잭 케호	Jack Kehoe
4899	스트로더 마틴	Strother Martin
4900	헨리 존스	Henry Jones
4901	제프 코리	Jeff Corey
4902	조지 퍼스	George Furth
4904	아더 힐	Arthur Hill
4905	샐리 켈러먼	Sally Kellerman
4907	앤드류 던칸	Andrew Duncan
4914	조슈아 로건	Joshua Logan
4916	로사노 브라지	Rossano Brazzi
4917	밋지 게이너	Mitzi Gaynor
4918	존 카	John Kerr
4920	리타 모레노	Rita Moreno
4921	리처드 헤이든	Richard Haydn
4930	피터 맥니콜	Peter MacNicol
4931	파멜라 리드	Pamela Reed
4932	래리 드레이크	Larry Drake
4933	리처드 갠트	Richard Gant
